"id","ComunioID","Name","Position","Verein","Punkte","PPS","T0613","T0614","T0615","T0616","T0617","T0618","T0619","T0620","T0621","T0622","T0623","T0624","T0625","T0626","T0627","T0628","T0629","T0630","T0701","T0702","T0703","T0704","T0705","T0706","T0707","T0708","T0709","T0710","T0711","T0712","T0713"
"514","32704","Günther-Schmidt","Stürmer","FC Augsburg",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,170000,160000,170000,170000,170000,160000,160000,160000,160000,160000,160000,"160000"
"515","32798","Pablo Ínsua","Abwehr","FC Schalke 04",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000000,2290000,2630000,2910000,3070000,3240000,3310000,3520000,3670000,3680000,3750000,3710000,3680000,"3470000"
"516","32800","Laimer","Mittelfeld","RB Leipzig",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000000,5000000,5740000,6600000,6830000,7570000,8010000,8210000,8350000,8480000,8800000,8900000,8810000,"8010000"
"517","32802","Donis","Stürmer","VfB Stuttgart",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000000,2000000,2290000,2630000,2800000,2960000,2990000,3270000,3320000,3500000,3600000,3720000,"3910000"
"518","32801","Uduokhai","Abwehr","VfL Wolfsburg",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000000,1250000,1480000,1490000,1520000,1610000,1690000,1710000,1670000,1710000,1690000,1590000,"1700000"
"519","32804","Skenderovic","Stürmer","1899 Hoffenheim",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,180000,180000,180000,180000,180000,170000,270000,260000,"270000"
"520","32803","Zhang","Stürmer","SV Werder Bremen",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000000,1250000,1420000,1470000,1560000,1520000,1710000,1960000,2080000,"1990000"
"521","32807","Lienhart","Abwehr","SC Freiburg",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,2500000,2870000,3100000,3430000,3430000,3430000,3360000,"3160000"
"522","32805","Mandela Mbouhom","Stürmer","Eintracht Frankfurt",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,170000,170000,170000,200000,210000,200000,190000,"190000"
"523","32806","Sergio Córdova","Stürmer","FC Augsburg",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000000,1250000,1470000,1580000,1640000,1670000,1720000,1840000,"1840000"
"524","32808","Augustin","Stürmer","RB Leipzig",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,6890000,7920000,9100000,9540000,10100000,"10660000"
"525","32813","Behounek","Abwehr","Hamburger SV",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,170000,160000,160000,"160000"
"526","32816","Demir","Stürmer","Hannover 96",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,170000,160000,160000,"160000"
"527","32818","Ignacio Camacho","Mittelfeld","VfL Wolfsburg",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000000,5000000,5740000,6530000,7040000,"7400000"
"528","32812","Beyreuther","Abwehr","Eintracht Frankfurt",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,170000,160000,160000,"160000"
"529","32810","Hinds","Stürmer","VfL Wolfsburg",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,250000,250000,240000,"240000"
"530","32817","Rexhbecaj","Mittelfeld","VfL Wolfsburg",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,180000,180000,170000,"190000"
"531","32811","Handwerker","Abwehr","Bayer 04 Leverkusen",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,170000,170000,170000,"170000"
"532","32814","Baller","Mittelfeld","Hannover 96",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,170000,160000,160000,"160000"
"533","32815","Ritzka","Abwehr","Hannover 96",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,160000,160000,160000,"160000"
"534","32819","Harit","Mittelfeld","FC Schalke 04",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,6000000,6890000,"7150000"
"535","32809","de Guzmán","Mittelfeld","Eintracht Frankfurt",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,3000000,3440000,"3630000"
"536","32820","Akolo","Stürmer","VfB Stuttgart",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000000,4590000,5020000,"5120000"
"537","32821","Klinsmann","Torhüter","Hertha BSC",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,"200000"
"538","32822","James Rodríguez","Mittelfeld","FC Bayern München",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000000,"20000000"
"539","31634","Zieler","Torhüter","VfB Stuttgart",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,"2870000"
